row,asset,helm_catalog_id,family,description,s52_instruction,s52_asset_kind,s57_object_class,s57_lookup_id,s57_rcid,s57_conditions,art_state,visual_approval,chart1_evidence_status,chart1_gate_status,chart1_crop_id,chart1_pages,chart1_verdict,chart1_reason_codes,s101_coverage,s101_symbol_id,s101_symbol_file,s101_feature_rule,s101_license_status,commons_pd_candidate_count,commons_candidate_titles,chart1_mappings_int1_refs,canonical_symbol_ids,canonical_paths,next_action,forbidden_sources
140,BOYCON79,bcnlat_BOYCON79_3019,ugly_attribute_edges,"conical buoy,lateral-gr,full-chart","SY(BOYCON79);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,bcnlat,3019,3063036,"BCNSHP1; COLOUR3,4",generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,shape_conical_buoy,89,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,none,,,,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
141,BOYCON80,BOYSPP_BOYCON80_1941,buoy_beacon_marks,"conical buoy,lateral-grg,full-chart","SY(BOYCON80);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYSPP,1941,93805,"BOYSHP1; COLOUR1,11,1; COLPAT1",generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,shape_conical_buoy,89,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,SpecialPurposeGeneralBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
142,BOYCON81,BOYSPP_BOYCON81_1940,buoy_beacon_marks,"conical buoy,gw,full-chart","SY(BOYCON81);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYSPP,1940,93807,"BOYSHP1; COLOUR5,3,1,5; COLPAT1,2",generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,shape_conical_buoy,89,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,SpecialPurposeGeneralBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
143,BOYDEF03,BOYSPP_BOYDEF03_1054,buoy_beacon_marks,"default symbol for buoy, simplified","SY(BOYDEF03);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYSPP,1054,31106,CATSPM52,manual_exception,not_approved,manual_exception,manual_exception,ecdis_summary,86,manual,missing_exact_chart1_asset_crosswalk,exact_symbol_match,BOYDEF03,PortrayalCatalog/Symbols/BOYDEF03.svg,SpecialPurposeGeneralBuoy,license_pending_reference,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,"Record human/counsel/domain decision, then generate or explicitly exempt. Current reason: missing_exact_chart1_asset_crosswalk.",OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
144,BOYGEN03,BOYCAR_BOYGEN03_1861,buoy_beacon_marks,"default buoy, full-chart","SY(BOYGEN03);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYCAR,1861,30143,,manual_exception,not_approved,manual_exception,manual_exception,ecdis_summary,86,manual,missing_exact_chart1_asset_crosswalk,exact_symbol_match,BOYGEN03,PortrayalCatalog/Symbols/BOYGEN03.svg,CardinalBuoy,license_pending_reference,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,"Record human/counsel/domain decision, then generate or explicitly exempt. Current reason: missing_exact_chart1_asset_crosswalk.",OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
145,BOYINB01,BOYINB_BOYINB01_1864,buoy_beacon_marks,"instructionallation buoy, paper-chart","SY(BOYINB01);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYINB,1864,30146,,manual_exception,not_approved,manual_exception,manual_exception,ecdis_summary,86,manual,missing_exact_chart1_asset_crosswalk,exact_symbol_match,BOYINB01,PortrayalCatalog/Symbols/BOYINB01.svg,,license_pending_reference,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,"Record human/counsel/domain decision, then generate or explicitly exempt. Current reason: missing_exact_chart1_asset_crosswalk.",OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
146,BOYISD12,BOYISD_BOYISD12_1028,buoy_beacon_marks,"isolated danger buoy, simplified","SY(BOYISD12);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYISD,1028,31080,,external_pd_candidate_needs_review,not_approved,multi_symbol_reference,commons_pd_candidate_needs_review,isolated_safe_special,98,fail,generic_placeholder_body; missing_expected_chart1_colour_token; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,exact_symbol_match,BOYISD12,PortrayalCatalog/Symbols/BOYISD12.svg,IsolatedDangerBuoy,license_pending_reference,1,File:NChart ECDIS IsolatedDanger simple Buoy.svg,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Review Commons candidate license and semantic mapping; promote only after visual QA.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
147,BOYLAT13,BOYLAT_BOYLAT13_1030,buoy_beacon_marks,"conical lateral buoy, green, simplified","SY(BOYLAT13);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYLAT,1030,31082,"BOYSHP1; COLOUR4,3,4",license_blocked_reference_only,not_approved,class_panel_reference,class_reference_only,lateral_regions,95; 96,manual,no_exact_symbol_crop_final_pass_forbidden,exact_symbol_match,BOYLAT13,PortrayalCatalog/Symbols/BOYLAT13.svg,LateralBuoy,license_pending_reference,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Use S-101/external art as reference only; generate owned art or clear license before packaging.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
148,BOYLAT14,BOYLAT_BOYLAT14_1029,buoy_beacon_marks,"conical lateral buoy, red, simplified","SY(BOYLAT14);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYLAT,1029,31081,"BOYSHP1; COLOUR3,4,3",license_blocked_reference_only,not_approved,class_panel_reference,class_reference_only,lateral_regions,95; 96,manual,no_exact_symbol_crop_final_pass_forbidden,exact_symbol_match,BOYLAT14,PortrayalCatalog/Symbols/BOYLAT14.svg,LateralBuoy,license_pending_reference,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Use S-101/external art as reference only; generate owned art or clear license before packaging.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
149,BOYLAT23,BOYLAT_BOYLAT23_1032,buoy_beacon_marks,"can shape lateral buoy, green, simplified","SY(BOYLAT23);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYLAT,1032,31084,"BOYSHP2; COLOUR4,3,4",license_blocked_reference_only,not_approved,class_panel_reference,class_reference_only,lateral_regions,95; 96,manual,no_exact_symbol_crop_final_pass_forbidden,exact_symbol_match,BOYLAT23,PortrayalCatalog/Symbols/BOYLAT23.svg,LateralBuoy,license_pending_reference,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Use S-101/external art as reference only; generate owned art or clear license before packaging.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
150,BOYLAT24,BOYLAT_BOYLAT24_1031,buoy_beacon_marks,"can shape lateral buoy, red, simplified","SY(BOYLAT24);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYLAT,1031,31083,"BOYSHP2; COLOUR3,4,3",license_blocked_reference_only,not_approved,class_panel_reference,class_reference_only,lateral_regions,95; 96,manual,no_exact_symbol_crop_final_pass_forbidden,exact_symbol_match,BOYLAT24,PortrayalCatalog/Symbols/BOYLAT24.svg,LateralBuoy,license_pending_reference,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Use S-101/external art as reference only; generate owned art or clear license before packaging.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
151,BOYLAT25,boylat_BOYLAT25_1335,ugly_attribute_edges,"red-green lateral buoy, simplified","SY(BOYLAT25);TE('by %s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,boylat,1335,31387,"catlam10; COLOUR3,4",generate_owned,not_approved,class_panel_reference,class_reference_only,lateral_regions,95; 96,manual,no_exact_symbol_crop_final_pass_forbidden,feature_rule_candidate,,,LateralBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
152,BOYLAT26,boylat_BOYLAT26_1337,ugly_attribute_edges,,"SY(BOYLAT26);TE('by %s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,boylat,1337,31389,"catlam15; COLOUR1,3",generate_owned,not_approved,class_panel_reference,class_reference_only,lateral_regions,95; 96,manual,no_exact_symbol_crop_final_pass_forbidden,feature_rule_candidate,,,LateralBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
153,BOYLAT27,boylat_BOYLAT27_1338,ugly_attribute_edges,,"SY(BOYLAT27);TE('by %s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,boylat,1338,31390,"catlam16; COLOUR1,4",generate_owned,not_approved,class_panel_reference,class_reference_only,lateral_regions,95; 96,manual,no_exact_symbol_crop_final_pass_forbidden,feature_rule_candidate,,,LateralBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
154,BOYLAT50,boywtw_BOYLAT50_1384,ugly_attribute_edges,"can shape lateral buoy, red, simplified","SY(BOYLAT50);TX(OBJNAM,2,1,2,'14106',-1,-1,CHBLK,21)",symbol,boywtw,1384,31436,catwwm4; COLOUR3,generate_owned,not_approved,class_panel_reference,class_reference_only,lateral_regions,95; 96,manual,no_exact_symbol_crop_final_pass_forbidden,feature_rule_candidate,,,LateralBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
155,BOYLAT51,boywtw_BOYLAT51_1385,ugly_attribute_edges,"conical lateral buoy, green, simplified","SY(BOYLAT51);TX(OBJNAM,2,1,2,'14106',-1,-1,CHBLK,21)",symbol,boywtw,1385,31437,catwwm5; COLOUR4,generate_owned,not_approved,class_panel_reference,class_reference_only,lateral_regions,95; 96,manual,no_exact_symbol_crop_final_pass_forbidden,feature_rule_candidate,,,LateralBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
156,BOYLAT52,boywtw_BOYLAT52_1348,ugly_attribute_edges,,"SY(BOYLAT52);TX(OBJNAM,2,1,2,'14106',-1,-1,CHBLK,21)",symbol,boywtw,1348,31400,"catwwm13; COLOUR3,4,3",generate_owned,not_approved,class_panel_reference,class_reference_only,lateral_regions,95; 96,manual,no_exact_symbol_crop_final_pass_forbidden,feature_rule_candidate,,,LateralBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
157,BOYLAT53,boywtw_BOYLAT53_1347,ugly_attribute_edges,,"SY(BOYLAT53);TX(OBJNAM,2,1,2,'14106',-1,-1,CHBLK,21)",symbol,boywtw,1347,31399,"catwwm10; COLOUR4,3,4",generate_owned,not_approved,class_panel_reference,class_reference_only,lateral_regions,95; 96,manual,no_exact_symbol_crop_final_pass_forbidden,feature_rule_candidate,,,LateralBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
158,BOYLAT54,boywtw_BOYLAT54_1375,ugly_attribute_edges,,"SY(BOYLAT54);TX(OBJNAM,2,1,2,'14106',-1,-1,CHBLK,21)",symbol,boywtw,1375,31427,"catwwm6; COLOUR3,4",generate_owned,not_approved,class_panel_reference,class_reference_only,lateral_regions,95; 96,manual,no_exact_symbol_crop_final_pass_forbidden,feature_rule_candidate,,,LateralBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
159,BOYLAT55,boywtw_BOYLAT55_1359,ugly_attribute_edges,,"SY(BOYLAT55);TX(OBJNAM,2,1,2,'14106',-1,-1,CHBLK,21)",symbol,boywtw,1359,31411,"catwwm11; COLOUR1,3",generate_owned,not_approved,class_panel_reference,class_reference_only,lateral_regions,95; 96,manual,no_exact_symbol_crop_final_pass_forbidden,feature_rule_candidate,,,LateralBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
160,BOYLAT56,boywtw_BOYLAT56_1357,ugly_attribute_edges,,"SY(BOYLAT56);TX(OBJNAM,2,1,2,'14106',-1,-1,CHBLK,21)",symbol,boywtw,1357,31409,"catwwm10; COLOUR1,4",generate_owned,not_approved,class_panel_reference,class_reference_only,lateral_regions,95; 96,manual,no_exact_symbol_crop_final_pass_forbidden,feature_rule_candidate,,,LateralBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
161,BOYMOR01,MORFAC_BOYMOR01_2297,ugly_attribute_edges,"mooring buoy, barrel shape, full-chart",SY(BOYMOR01),symbol,MORFAC,2297,30454,CATMOR7; BOYSHP3,license_blocked_reference_only,not_approved,multi_symbol_reference,license_blocked_reference_only,mooring_buoys,90,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,exact_symbol_match,BOYMOR01,PortrayalCatalog/Symbols/BOYMOR01.svg,MooringArea,license_pending_reference,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Use S-101/external art as reference only; generate owned art or clear license before packaging.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
162,BOYMOR03,BOYSPP_BOYMOR03_1964,buoy_beacon_marks,"can mooring buoy,generic,full-chart","SY(BOYMOR03);TE('%s','OBJNAM',2,1,2,'15110',-2,-1,CHBLK,21)",symbol,BOYSPP,1964,30235,CATSPM14; BOYSHP2,license_blocked_reference_only,not_approved,multi_symbol_reference,license_blocked_reference_only,mooring_buoys,90,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,exact_symbol_match,BOYMOR03,PortrayalCatalog/Symbols/BOYMOR03.svg,SpecialPurposeGeneralBuoy,license_pending_reference,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Use S-101/external art as reference only; generate owned art or clear license before packaging.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
163,BOYMOR11,MORFAC_BOYMOR11_1185,ugly_attribute_edges,"instructionallation buoy and mooring buoy, simplified",SY(BOYMOR11),symbol,MORFAC,1185,31237,CATMOR7,license_blocked_reference_only,not_approved,multi_symbol_reference,license_blocked_reference_only,mooring_buoys,90,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,exact_symbol_match,BOYMOR11,PortrayalCatalog/Symbols/BOYMOR11.svg,MooringArea,license_pending_reference,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Use S-101/external art as reference only; generate owned art or clear license before packaging.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
164,BOYMOR31,BOYSPP_BOYMOR31_1955,buoy_beacon_marks,"can mooring buoy,generic, whire,full-chart","SY(BOYMOR31);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYSPP,1955,30226,CATSPM14; BOYSHP2; COLOUR1,generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,mooring_buoys,90,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,SpecialPurposeGeneralBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
165,BOYPIL01,BOYCAR_BOYPIL01_1856,buoy_beacon_marks,"pillar buoy, full-chart","SY(BOYPIL01);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYCAR,1856,30138,BOYSHP4,external_pd_candidate_needs_review,not_approved,multi_symbol_reference,commons_pd_candidate_needs_review,shape_pillar_buoy,89,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,exact_symbol_match,BOYPIL01,PortrayalCatalog/Symbols/BOYPIL01.svg,CardinalBuoy,license_pending_reference,26,File:NChart-Symbol INT Cardinal LightedMark Pillar E.svg; File:NChart-Symbol INT Cardinal LightedMark Pillar N.svg; File:NChart-Symbol INT Cardinal LightedMark Pillar S.svg; File:NChart-Symbol INT Cardinal LightedMark Pillar W.svg; File:NChart-Symbol INT Cardinal Mark Pillar E.svg; File:NChart-Symbol INT Cardinal Mark Pillar N.svg; File:NChart-Symbol INT Cardinal Mark Pillar S.svg; File:NChart-Symbol INT Cardinal Mark Pillar W.svg,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Review Commons candidate license and semantic mapping; promote only after visual QA.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
166,BOYPIL59,BOYSPP_BOYPIL59_1963,buoy_beacon_marks,"pillar buoy,special purpose-y,full-chart","SY(BOYPIL59);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",symbol,BOYSPP,1963,93965,BOYSHP4; COLOUR11,generate_owned,not_approved,multi_symbol_reference,multi_symbol_reference_only,special_purpose_buoys,91,fail,generic_placeholder_body; no_exact_symbol_crop_final_pass_forbidden; wrong_silhouette_or_symbol_body,feature_rule_candidate,,,SpecialPurposeGeneralBuoy,not_found_by_exact_asset_id,0,,Q2; Q3; Q4; Q5; Q7; Q8; Q11; Q20,,,Generate owned SVG from allowed Chart No.1/public-domain references plus local S-57/S-52 metadata.,OpenCPN GPL rastersymbol sprites; Chart 1 Mappings cropped/extracted artwork without permission; S-101 SVG bodies unless license/permission is cleared for canonical use
