source_table_id,asset,name,kind,s57_object_class,s57_conditions,s52_instruction,opencpn_definition_count,opencpn_lookup_count,opencpn_color_refs,opencpn_reference_day,s101_symbol_ids,s101_paths,aquamap_labels,aquamap_paths,semantic_brief,required_shape,required_colours,colour_pattern,helm_candidate_svg,helm_candidate_day,candidate_status,pre_routing_candidate_status,batch98_routing_bucket,latest_judge_pass,latest_required_change
opencpn-s52:BOYCON60,BOYCON60,"conical buoy,lateral-red,full-chart",symbol,BOYLAT,BOYSHP1;COLOUR3,"SY(BOYCON60);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,4,ADEPMDBCHBLKCCHRED,out/opencpn_s52_reference/BOYCON60__day.png,,,,,"BOYCON60 is conical buoy,lateral-red,full-chart. It is used as a lateral buoy used for port/starboard channel marking. Required geometry: conical/nun buoy body. Required colours: red.",conical/nun buoy body,red,,assets/svg/triad_generated/BOYCON60.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BOYCON61,BOYCON61,"conical buoy,lateral-green,full-chart",symbol,BOYLAT,BOYSHP1;COLOUR4,"SY(BOYCON61);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,3,ADEPMDBCHBLKCCHGRN,out/opencpn_s52_reference/BOYCON61__day.png,,,,,"BOYCON61 is conical buoy,lateral-green,full-chart. It is used as a lateral buoy used for port/starboard channel marking. Required geometry: conical/nun buoy body. Required colours: green.",conical/nun buoy body,green,,assets/svg/triad_generated/BOYCON61.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BOYCON62,BOYCON62,"conical buoy,yellow,paper-chart",symbol,BOYLAT,BOYSHP1;COLOUR6,"SY(BOYCON62);TX(OBJNAM,2,1,2,'15110',-1,-1,CHBLK,21)",1,3,ADEPMDBCHBLKCCHYLW,out/opencpn_s52_reference/BOYCON62__day.png,,,,,"BOYCON62 is conical buoy,yellow,paper-chart. It is used as a lateral buoy used for port/starboard channel marking. Required geometry: conical/nun buoy body. Required colours: yellow.",conical/nun buoy body,yellow,,assets/svg/triad_generated/BOYCON62.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BOYCON63,BOYCON63,"conical buoy,lateral-balck-red-black,full-chart",symbol,BOYISD,BOYSHP1;COLOUR2.3.2,"SY(BOYCON63);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHRED,out/opencpn_s52_reference/BOYCON63__day.png,,,,,"BOYCON63 is conical buoy,lateral-balck-red-black,full-chart. It is used as a isolated-danger buoy used to mark a hazard with navigable water around it. Required geometry: conical/nun buoy body. Required colours: black, red, black.",conical/nun buoy body,black;red;black,,assets/svg/triad_generated/BOYCON63.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BOYCON64,BOYCON64,"conical buoy,black,paper-chart",symbol,BOYLAT,BOYSHP1;COLOUR2,"SY(BOYCON64);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHBLK,out/opencpn_s52_reference/BOYCON64__day.png,,,,,"BOYCON64 is conical buoy,black,paper-chart. It is used as a lateral buoy used for port/starboard channel marking. Required geometry: conical/nun buoy body. Required colours: black.",conical/nun buoy body,black,,assets/svg/triad_generated/BOYCON64.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BOYCON65,BOYCON65,"conical buoy,green-white,full-chart",symbol,BOYSPP,"BOYSHP1;COLOUR4,1,4,1,4;COLPAT1","SY(BOYCON65);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,2,ADEPMDBCHBLKCCHGRNDCHWHT,out/opencpn_s52_reference/BOYCON65__day.png,,,,,"BOYCON65 is conical buoy,green-white,full-chart. It is used as a special-purpose buoy used for named local purposes. Required geometry: conical/nun buoy body. Required colours: green, white, green, white, green with horizontal bands/stripes in the listed colour order.",conical/nun buoy body,green;white;green;white;green,horizontal bands/stripes in the listed colour order,assets/svg/triad_generated/BOYCON65.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BOYCON66,BOYCON66,"conical buoy,lateral-rgr,full-chart",symbol,BOYLAT,"BOYSHP1;COLOUR3,4,3;COLPAT1","SY(BOYCON66);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,2,ADEPMDBCHBLKCCHREDDCHGRN,out/opencpn_s52_reference/BOYCON66__day.png,,,,,"BOYCON66 is conical buoy,lateral-rgr,full-chart. It is used as a lateral buoy used for port/starboard channel marking. Required geometry: conical/nun buoy body. Required colours: red, green, red with horizontal bands/stripes in the listed colour order.",conical/nun buoy body,red;green;red,horizontal bands/stripes in the listed colour order,assets/svg/triad_generated/BOYCON66.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BOYCON67,BOYCON67,"conical buoy,lateral-grg,full-chart",symbol,boylat,"BOYSHP1;COLOUR4,3,4;COLPAT1","SY(BOYCON67);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,7,ADEPMDBCHBLKCCHGRNDCHRED,out/opencpn_s52_reference/BOYCON67__day.png,,,,,"BOYCON67 is conical buoy,lateral-grg,full-chart. It is used as a lateral buoy used for port/starboard channel marking. Required geometry: conical/nun buoy body. Required colours: green, red, green with horizontal bands/stripes in the listed colour order.",conical/nun buoy body,green;red;green,horizontal bands/stripes in the listed colour order,assets/svg/triad_generated/BOYCON67.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BOYCON68,BOYCON68,"conical buoy,lateral-gr,full-chart",symbol,BOYLAT,"BOYSHP1;COLOUR4,3","SY(BOYCON68);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,4,ADEPMDBCHBLKCCHGRNDCHRED,out/opencpn_s52_reference/BOYCON68__day.png,,,,,"BOYCON68 is conical buoy,lateral-gr,full-chart. It is used as a lateral buoy used for port/starboard channel marking. Required geometry: conical/nun buoy body. Required colours: green, red.",conical/nun buoy body,green;red,,assets/svg/triad_generated/BOYCON68.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BOYCON69,BOYCON69,"conical buoy,cardinal-north-by,full-chart",symbol,BOYCAR,"BOYSHP1;COLOUR2,6","SY(BOYCON69);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHBLKDCHYLW,out/opencpn_s52_reference/BOYCON69__day.png,,,,,"BOYCON69 is conical buoy,cardinal-north-by,full-chart. It is used as a cardinal buoy used to indicate the safe side of danger. Required geometry: conical/nun buoy body. Required colours: black, yellow.",conical/nun buoy body,black;yellow,,assets/svg/triad_generated/BOYCON69.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BOYCON70,BOYCON70,"conical buoy,cardinal-south-yb,full-chart",symbol,BOYCAR,"BOYSHP1;COLOUR6,2","SY(BOYCON70);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHYLWDCHBLK,out/opencpn_s52_reference/BOYCON70__day.png,,,,,"BOYCON70 is conical buoy,cardinal-south-yb,full-chart. It is used as a cardinal buoy used to indicate the safe side of danger. Required geometry: conical/nun buoy body. Required colours: yellow, black.",conical/nun buoy body,yellow;black,,assets/svg/triad_generated/BOYCON70.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BOYCON71,BOYCON71,"conical buoy,cardinal-east-byb,full-chart",symbol,BOYCAR,"BOYSHP1;COLOUR2,6,2","SY(BOYCON71);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHBLKDCHYLW,out/opencpn_s52_reference/BOYCON71__day.png,,,,,"BOYCON71 is conical buoy,cardinal-east-byb,full-chart. It is used as a cardinal buoy used to indicate the safe side of danger. Required geometry: conical/nun buoy body. Required colours: black, yellow, black.",conical/nun buoy body,black;yellow;black,,assets/svg/triad_generated/BOYCON71.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BOYCON72,BOYCON72,"conical buoy,cardinal-west-yby,full-chart",symbol,BOYCAR,"BOYSHP1;COLOUR6,2,6","SY(BOYCON72);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHYLWDCHBLK,out/opencpn_s52_reference/BOYCON72__day.png,,,,,"BOYCON72 is conical buoy,cardinal-west-yby,full-chart. It is used as a cardinal buoy used to indicate the safe side of danger. Required geometry: conical/nun buoy body. Required colours: yellow, black, yellow.",conical/nun buoy body,yellow;black;yellow,,assets/svg/triad_generated/BOYCON72.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BOYCON73,BOYCON73,"conical buoy,gw,full-chart",symbol,BOYSPP,"BOYSHP1;COLOUR4,1;COLPAT1","SY(BOYCON73);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,3,ADEPMDBCHBLKCCHGRNDCHWHT,out/opencpn_s52_reference/BOYCON73__day.png,,,,,"BOYCON73 is conical buoy,gw,full-chart. It is used as a special-purpose buoy used for named local purposes. Required geometry: conical/nun buoy body. Required colours: green, white with horizontal bands/stripes in the listed colour order.",conical/nun buoy body,green;white,horizontal bands/stripes in the listed colour order,assets/svg/triad_generated/BOYCON73.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BOYCON74,BOYCON74,"conical buoy,gw,full-chart",symbol,boylat,"BOYSHP1;catlam8;COLOUR4,1,4,1,4","SY(BOYCON74);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHGRNDCHWHT,out/opencpn_s52_reference/BOYCON74__day.png,,,,,"BOYCON74 is conical buoy,gw,full-chart. It is used as a lateral buoy used for port/starboard channel marking. Required geometry: conical/nun buoy body. Required colours: green, white, green, white, green.",conical/nun buoy body,green;white;green;white;green,,assets/svg/triad_generated/BOYCON74.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BOYCON77,BOYCON77,"conical buoy,lateral-wo,full-chart",symbol,BOYISD,"BOYSHP1;COLPAT1;COLOUR1,11","SY(BOYCON77);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,2,ADEPMDBCHBLKCCHWHTDCHCOR,out/opencpn_s52_reference/BOYCON77__day.png,,,,,"BOYCON77 is conical buoy,lateral-wo,full-chart. It is used as a isolated-danger buoy used to mark a hazard with navigable water around it. Required geometry: conical/nun buoy body. Required colours: white, orange with horizontal bands/stripes in the listed colour order.",conical/nun buoy body,white;orange,horizontal bands/stripes in the listed colour order,assets/svg/triad_generated/BOYCON77.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BOYCON78,BOYCON78,"conical buoy,lateral-rw,full-chart",symbol,boylat,"BOYSHP1;COLOUR3,1;COLPAT2","SY(BOYCON78);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,2,ADEPMDBCHBLKCCHWHTDCHRED,out/opencpn_s52_reference/BOYCON78__day.png,,,,,"BOYCON78 is conical buoy,lateral-rw,full-chart. It is used as a lateral buoy used for port/starboard channel marking. Required geometry: conical/nun buoy body. Required colours: red, white with vertical bands/stripes in the listed colour order.",conical/nun buoy body,red;white,vertical bands/stripes in the listed colour order,assets/svg/triad_generated/BOYCON78.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BOYCON79,BOYCON79,"conical buoy,lateral-gr,full-chart",symbol,bcnlat,"BCNSHP1;COLOUR3,4","SY(BOYCON79);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHREDDCHGRN,out/opencpn_s52_reference/BOYCON79__day.png,,,,,"BOYCON79 is conical buoy,lateral-gr,full-chart. It is used as a lateral beacon used for channel-side marking. Required geometry: stake/perch beacon. Required colours: red, green.",stake/perch beacon,red;green,,assets/svg/triad_generated/BOYCON79.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BOYCON80,BOYCON80,"conical buoy,lateral-grg,full-chart",symbol,BOYSPP,"BOYSHP1;COLOUR1,11,1;COLPAT1","SY(BOYCON80);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCCHWHTDCHCOR,out/opencpn_s52_reference/BOYCON80__day.png,,,,,"BOYCON80 is conical buoy,lateral-grg,full-chart. It is used as a special-purpose buoy used for named local purposes. Required geometry: conical/nun buoy body. Required colours: white, orange, white with horizontal bands/stripes in the listed colour order.",conical/nun buoy body,white;orange;white,horizontal bands/stripes in the listed colour order,assets/svg/triad_generated/BOYCON80.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BOYCON81,BOYCON81,"conical buoy,gw,full-chart",symbol,BOYSPP,"BOYSHP1;COLOUR5,3,1,5;COLPAT1,2","SY(BOYCON81);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,ADEPMDBCHBLKCRESBLDCHREDECHWHT,out/opencpn_s52_reference/BOYCON81__day.png,,,,,"BOYCON81 is conical buoy,gw,full-chart. It is used as a special-purpose buoy used for named local purposes. Required geometry: conical/nun buoy body. Required colours: blue, red, white, blue with horizontal bands/stripes in the listed colour order; vertical bands/stripes in the listed colour order.",conical/nun buoy body,blue;red;white;blue,horizontal bands/stripes in the listed colour order; vertical bands/stripes in the listed colour order,assets/svg/triad_generated/BOYCON81.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
opencpn-s52:BOYDEF03,BOYDEF03,"default symbol for buoy, simplified",symbol,BOYSPP,CATSPM52,"SY(BOYDEF03);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,6,ACHMGDCCHGRDDOUTLW,out/opencpn_s52_reference/BOYDEF03__day.png,BOYDEF03;BOYDEF03,assets/svg/source_priority/s101_exact/BOYDEF03.svg;PortrayalCatalog/Symbols/BOYDEF03.svg,,,"BOYDEF03 is default symbol for buoy, simplified. It is used as a special-purpose buoy used for named local purposes. Required geometry: buoy symbol matching the S-57 buoy family. Required colours: reference-defined.",buoy symbol matching the S-57 buoy family,,,assets/svg/triad_generated/BOYDEF03.svg,,judge_pass_pending_final_approval,,,True,No repair required for visual rerun; keep pending final approval QA and do not mark final-approved.
opencpn-s52:BOYGEN03,BOYGEN03,"default buoy, full-chart",symbol,BOYCAR,,"SY(BOYGEN03);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",2,6,ACHMGDCCHBLK;ADEPMDBCHBLKCCHMGD,out/opencpn_s52_reference/BOYGEN03__day.png,BOYGEN03;BOYGEN03,assets/svg/source_priority/s101_exact/BOYGEN03.svg;PortrayalCatalog/Symbols/BOYGEN03.svg,,,"BOYGEN03 is default buoy, full-chart. It is used as a cardinal buoy used to indicate the safe side of danger. Required geometry: buoy symbol matching the S-57 buoy family. Required colours: black.",buoy symbol matching the S-57 buoy family,black,,assets/svg/triad_generated/BOYGEN03.svg,,judge_pass_pending_final_approval,,,True,No repair required for visual rerun; keep pending final approval QA and do not mark final-approved.
opencpn-s52:BOYINB01,BOYINB01,"instructionallation buoy, paper-chart",symbol,BOYINB,,"SY(BOYINB01);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,CCHBLK,out/opencpn_s52_reference/BOYINB01__day.png,BOYINB01;BOYINB01,assets/svg/source_priority/s101_exact/BOYINB01.svg;PortrayalCatalog/Symbols/BOYINB01.svg,,,"BOYINB01 is instructionallation buoy, paper-chart. It is used as a installation buoy. Required geometry: buoy symbol matching the S-57 buoy family. Required colours: black.",buoy symbol matching the S-57 buoy family,black,,assets/svg/triad_generated/BOYINB01.svg,,judge_pass_pending_final_approval,,,True,No repair required for visual rerun; keep pending final approval QA and do not mark final-approved.
opencpn-s52:BOYISD12,BOYISD12,"isolated danger buoy, simplified",symbol,BOYISD,,"SY(BOYISD12);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",1,1,AOUTLWCCHRED,out/opencpn_s52_reference/BOYISD12__day.png,BOYISD12;BOYISD12,assets/svg/source_priority/s101_exact/BOYISD12.svg;PortrayalCatalog/Symbols/BOYISD12.svg,Buoy Isolated Danger,reference_sources/aquamap_map_symbols/images/BOYISD1.png,"BOYISD12 is isolated danger buoy, simplified. It is used as a isolated-danger buoy used to mark a hazard with navigable water around it. Required geometry: buoy symbol matching the S-57 buoy family. Required colours: red.",buoy symbol matching the S-57 buoy family,red,,assets/svg/triad_generated/BOYISD12.svg,,judge_pass_pending_final_approval,,,True,No repair required for this visual/semantic rerun; candidate may move only to judge_pass_pending_final_approval and must not be final-approved by this artifact.
